season,country,predicted_influenza_peak,real_influenza_peak,predicted_influenza_peak_value,real_influenza_peak_value,mse,pcc,p_value
2015-2016,italy,2016-06,2016-08,3.6536848961338575,6.14,7.3731134381299945,0.29161327143376914,0.1483322559162337
2016-2017,italy,2017-01,2016-52,14.852147714471219,9.57,15.00881335775715,0.8404183409207068,7.77863053186071e-08
2017-2018,italy,2018-01,2018-02,23.695206167900118,14.73,8.973630961963233,0.8283076306686947,1.7513287831784535e-07
2018-2019,italy,2019-10,2019-05,7.4914414210527305,14.03,19.396552688428486,0.7019429593353439,6.428198601184462e-05
